Sector,Industry,LastSale
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,5.5
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,5.95
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,8.46
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,9.48
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,13.32
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,13.63
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,22.02
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,23.06
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,27.55
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,34.94
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,36.5
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,74.58
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,120.5
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,120.61
Health Care,Biotechnology: Commercial Physical & Biological Resarch,1.5
Health Care,Biotechnology: Commercial Physical & Biological Resarch,1.6
Health Care,Biotechnology: Commercial Physical & Biological Resarch,1.9845
Health Care,Biotechnology: Commercial Physical & Biological Resarch,2.44
Health Care,Biotechnology: Commercial Physical & Biological Resarch,3.26
Health Care,Biotechnology: Commercial Physical & Biological Resarch,3.96
Health Care,Biotechnology: Commercial Physical & Biological Resarch,4.93
Health Care,Biotechnology: Commercial Physical & Biological Resarch,5.16
Health Care,Biotechnology: Commercial Physical & Biological Resarch,15.03
Health Care,Biotechnology: Commercial Physical & Biological Resarch,16.49
Health Care,Biotechnology: Commercial Physical & Biological Resarch,17.62
Health Care,Biotechnology: Commercial Physical & Biological Resarch,38.3
Health Care,Biotechnology: Commercial Physical & Biological Resarch,48.08
Health Care,Biotechnology: Commercial Physical & Biological Resarch,58.21
Health Care,Biotechnology: Commercial Physical & Biological Resarch,65.08
Health Care,Biotechnology: Commercial Physical & Biological Resarch,71.12
Health Care,Biotechnology: Commercial Physical & Biological Resarch,106.37
Health Care,Biotechnology: Commercial Physical & Biological Resarch,149.14
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.0138
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.225
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.8
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.83
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.91
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.9464
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.9799
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.05
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.09
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.09
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.12
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.14
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.2251
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.23
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.34
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.65
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.84
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.85
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1.98
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.07
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.13
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.41
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.42
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.61
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3.29
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3.73
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3.81
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3.83
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4.34
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.08
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.5609
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.58
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.85
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5.91
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6.5
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6.6
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6.77
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6.84
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7.21
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7.91
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),8.76
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),9.13
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),9.2255
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),9.26
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10.21
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10.79
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10.91
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),11.59
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),11.64
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),12.37
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),12.69
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13.29
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13.9
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14.5
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14.8
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14.85
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14.92
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.62
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.8
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.98
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),16.55
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),16.67
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),17.55
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),17.66
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),17.96
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18.16
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18.32
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),18.61
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),19.14
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),19.38
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),21.27
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),23.03
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),24.89
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),27.5
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),28.36
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),28.57
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),36.23
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),36.64
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),38.15
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),38.56
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),40.52
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),48.62
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),53.14
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),54.48
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),55.38
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),64.9
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),72.7
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),76.24
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),77.29
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),78.48
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),100.15
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),115.55
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),143.31
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),192.2
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),204.02
Health Care,Biotechnology: Biological Products (No Diagnostic Substances),342.08
Miscellaneous,Publishing,4.63
Miscellaneous,Publishing,61.15
Miscellaneous,Publishing,125.75
Miscellaneous,Other Consumer Services,45.51
Miscellaneous,Other Consumer Services,63.06
Miscellaneous,Office Equipment/Supplies/Services,7.09
Miscellaneous,Office Equipment/Supplies/Services,22
Miscellaneous,Multi-Sector Companies,0.6747
Miscellaneous,Multi-Sector Companies,1.07
Miscellaneous,Multi-Sector Companies,1.36
Miscellaneous,Multi-Sector Companies,1.36
Miscellaneous,Multi-Sector Companies,1.7
Miscellaneous,Multi-Sector Companies,2.21
Miscellaneous,Multi-Sector Companies,3.2
Miscellaneous,Multi-Sector Companies,4.61
Miscellaneous,Multi-Sector Companies,8.55
Miscellaneous,Multi-Sector Companies,12.54
Miscellaneous,Multi-Sector Companies,76.28
Miscellaneous,Industrial Machinery/Components,0.6764
Miscellaneous,Industrial Machinery/Components,1.04
Miscellaneous,Industrial Machinery/Components,2.5
Miscellaneous,Industrial Machinery/Components,2.63
Miscellaneous,Industrial Machinery/Components,3.13
Miscellaneous,Industrial Machinery/Components,3.35
Miscellaneous,Industrial Machinery/Components,5.7129
Miscellaneous,Industrial Machinery/Components,6.26
Miscellaneous,Industrial Machinery/Components,7.65
Miscellaneous,Industrial Machinery/Components,12.5
Miscellaneous,Industrial Machinery/Components,15.82
Miscellaneous,Industrial Machinery/Components,65.29
Miscellaneous,Business Services,0.9172
Miscellaneous,Business Services,0.9501
Miscellaneous,Business Services,1.21
Miscellaneous,Business Services,1.25
Miscellaneous,Business Services,1.65
Miscellaneous,Business Services,1.69
Miscellaneous,Business Services,1.7
Miscellaneous,Business Services,2.17
Miscellaneous,Business Services,2.21
Miscellaneous,Business Services,2.58
Miscellaneous,Business Services,2.66
Miscellaneous,Business Services,2.75
Miscellaneous,Business Services,2.84
Miscellaneous,Business Services,3.65
Miscellaneous,Business Services,3.9
Miscellaneous,Business Services,4.97
Miscellaneous,Business Services,5.08
Miscellaneous,Business Services,5.19
Miscellaneous,Business Services,6.29
Miscellaneous,Business Services,6.5
Miscellaneous,Business Services,6.67
Miscellaneous,Business Services,7.04
Miscellaneous,Business Services,7.65
Miscellaneous,Business Services,10.49
Miscellaneous,Business Services,10.595
Miscellaneous,Business Services,10.9
Miscellaneous,Business Services,12.44
Miscellaneous,Business Services,12.49
Miscellaneous,Business Services,12.5847
Miscellaneous,Business Services,13.22
Miscellaneous,Business Services,13.79
Miscellaneous,Business Services,14.05
Miscellaneous,Business Services,14.42
Miscellaneous,Business Services,14.6
Miscellaneous,Business Services,16.53
Miscellaneous,Business Services,16.95
Miscellaneous,Business Services,17.27
Miscellaneous,Business Services,18.24
Miscellaneous,Business Services,18.93
Miscellaneous,Business Services,18.96
Miscellaneous,Business Services,21.06
Miscellaneous,Business Services,21.78
Miscellaneous,Business Services,21.81
Miscellaneous,Business Services,22.98
Miscellaneous,Business Services,23.79
Miscellaneous,Business Services,24.855
Miscellaneous,Business Services,24.88
Miscellaneous,Business Services,25.4045
Miscellaneous,Business Services,25.5688
Miscellaneous,Business Services,25.75
Miscellaneous,Business Services,25.8
Miscellaneous,Business Services,31.31
Miscellaneous,Business Services,32.24
Miscellaneous,Business Services,32.46
Miscellaneous,Business Services,35.37
Miscellaneous,Business Services,41.57
Miscellaneous,Business Services,41.82
Miscellaneous,Business Services,44.4
Miscellaneous,Business Services,59.7
Miscellaneous,Business Services,63.42
Miscellaneous,Business Services,65.48
Miscellaneous,Business Services,66.24
Miscellaneous,Business Services,75.54
Miscellaneous,Business Services,83.18
Miscellaneous,Business Services,89.49
Miscellaneous,Business Services,124.5
Miscellaneous,Business Services,215.51
Miscellaneous,Business Services,216.41
Miscellaneous,Business Services,335.64
Miscellaneous,Business Services,394.92
Miscellaneous,Business Services,1903.84
n/a,n/a,1.04
n/a,n/a,1.46
n/a,n/a,1.65
n/a,n/a,1.99
n/a,n/a,2
n/a,n/a,2.1197
n/a,n/a,2.29
n/a,n/a,3.1
n/a,n/a,3.27
n/a,n/a,3.3
n/a,n/a,4.6099
n/a,n/a,4.94
n/a,n/a,5.45
n/a,n/a,5.87
n/a,n/a,6.1
n/a,n/a,6.27
n/a,n/a,6.76
n/a,n/a,6.99
n/a,n/a,7.08
n/a,n/a,7.3
n/a,n/a,7.62
n/a,n/a,7.9
n/a,n/a,8.04
n/a,n/a,8.35
n/a,n/a,8.43
n/a,n/a,8.53
n/a,n/a,8.6
n/a,n/a,8.67
n/a,n/a,8.68
n/a,n/a,8.8
n/a,n/a,9.72
n/a,n/a,10.04
n/a,n/a,10.104
n/a,n/a,10.17
n/a,n/a,10.43
n/a,n/a,10.69
n/a,n/a,10.76
n/a,n/a,10.87
n/a,n/a,11
n/a,n/a,11.01
n/a,n/a,11.35
n/a,n/a,11.5
n/a,n/a,11.55
n/a,n/a,11.708
n/a,n/a,11.72
n/a,n/a,12.2
n/a,n/a,12.3022
n/a,n/a,12.3111
n/a,n/a,12.53
n/a,n/a,12.5903
n/a,n/a,12.78
n/a,n/a,12.87
n/a,n/a,12.92
n/a,n/a,13.07
n/a,n/a,13.1
n/a,n/a,13.11
n/a,n/a,13.69
n/a,n/a,14.32
n/a,n/a,14.34
n/a,n/a,14.39
n/a,n/a,14.52
n/a,n/a,14.59
n/a,n/a,14.63
n/a,n/a,14.7709
n/a,n/a,15.07
n/a,n/a,15.25
n/a,n/a,15.31
n/a,n/a,15.3656
n/a,n/a,15.6
n/a,n/a,16.16
n/a,n/a,16.16
n/a,n/a,16.21
n/a,n/a,16.58
n/a,n/a,16.75
n/a,n/a,16.79
n/a,n/a,16.99
n/a,n/a,17.06
n/a,n/a,17.2097
n/a,n/a,17.27
n/a,n/a,17.28
n/a,n/a,17.5
n/a,n/a,17.52
n/a,n/a,17.82
n/a,n/a,18
n/a,n/a,18
n/a,n/a,18.27
n/a,n/a,18.44
n/a,n/a,18.75
n/a,n/a,18.8
n/a,n/a,18.96
n/a,n/a,18.97
n/a,n/a,19
n/a,n/a,19.01
n/a,n/a,19.13
n/a,n/a,19.21
n/a,n/a,19.24
n/a,n/a,19.38
n/a,n/a,19.43
n/a,n/a,19.8197
n/a,n/a,19.9
n/a,n/a,20.12
n/a,n/a,20.2762
n/a,n/a,20.35
n/a,n/a,20.49
n/a,n/a,20.53
n/a,n/a,20.62
n/a,n/a,20.75
n/a,n/a,20.99
n/a,n/a,21
n/a,n/a,21.01
n/a,n/a,21.4
n/a,n/a,21.5397
n/a,n/a,21.59
n/a,n/a,21.6092
n/a,n/a,21.6364
n/a,n/a,21.79
n/a,n/a,21.9
n/a,n/a,22
n/a,n/a,22.0048
n/a,n/a,22.1
n/a,n/a,22.11
n/a,n/a,22.2903
n/a,n/a,22.3205
n/a,n/a,22.54
n/a,n/a,22.5889
n/a,n/a,22.595
n/a,n/a,22.68
n/a,n/a,22.78
n/a,n/a,22.79
n/a,n/a,22.82
n/a,n/a,23.02
n/a,n/a,23.0697
n/a,n/a,23.16
n/a,n/a,23.28
n/a,n/a,23.28
n/a,n/a,23.57
n/a,n/a,23.6
n/a,n/a,23.6
n/a,n/a,23.72
n/a,n/a,23.91
n/a,n/a,24.11
n/a,n/a,24.145
n/a,n/a,24.16
n/a,n/a,24.3451
n/a,n/a,24.42
n/a,n/a,24.45
n/a,n/a,24.5135
n/a,n/a,24.56
n/a,n/a,24.5608
n/a,n/a,24.6
n/a,n/a,24.7206
n/a,n/a,24.75
n/a,n/a,24.76
n/a,n/a,24.79
n/a,n/a,24.8079
n/a,n/a,24.85
n/a,n/a,24.85
n/a,n/a,24.86
n/a,n/a,24.9
n/a,n/a,24.922
n/a,n/a,24.9494
n/a,n/a,24.953
n/a,n/a,24.9799
n/a,n/a,25.0455
n/a,n/a,25.048
n/a,n/a,25.09
n/a,n/a,25.11
n/a,n/a,25.14
n/a,n/a,25.1413
n/a,n/a,25.1491
n/a,n/a,25.25
n/a,n/a,25.2811
n/a,n/a,25.29
n/a,n/a,25.3201
n/a,n/a,25.37
n/a,n/a,25.38
n/a,n/a,25.5001
n/a,n/a,25.52
n/a,n/a,25.53
n/a,n/a,25.535
n/a,n/a,25.55
n/a,n/a,25.5745
n/a,n/a,25.5761
n/a,n/a,25.635
n/a,n/a,25.65
n/a,n/a,25.684
n/a,n/a,25.74
n/a,n/a,25.8
n/a,n/a,25.89
n/a,n/a,26
n/a,n/a,26.112
n/a,n/a,26.2
n/a,n/a,26.2699
n/a,n/a,26.4223
n/a,n/a,26.55
n/a,n/a,26.9
n/a,n/a,26.92
n/a,n/a,26.96
n/a,n/a,27.08
n/a,n/a,27.22
n/a,n/a,27.3683
n/a,n/a,27.38
n/a,n/a,27.39
n/a,n/a,27.48
n/a,n/a,27.54
n/a,n/a,27.61
n/a,n/a,27.6926
n/a,n/a,27.71
n/a,n/a,27.74
n/a,n/a,27.75
n/a,n/a,27.76
n/a,n/a,27.929
n/a,n/a,27.9856
n/a,n/a,28.1118
n/a,n/a,28.24
n/a,n/a,28.3099
n/a,n/a,28.4499
n/a,n/a,28.4613
n/a,n/a,28.7207
n/a,n/a,28.75
n/a,n/a,28.81
n/a,n/a,29.07
n/a,n/a,29.0764
n/a,n/a,29.14
n/a,n/a,29.2
n/a,n/a,29.2095
n/a,n/a,29.43
n/a,n/a,29.565
n/a,n/a,29.76
n/a,n/a,29.8601
n/a,n/a,29.955
n/a,n/a,30.015
n/a,n/a,30.0236
n/a,n/a,30.04
n/a,n/a,30.25
n/a,n/a,30.35
n/a,n/a,30.41
n/a,n/a,30.46
n/a,n/a,30.74
n/a,n/a,30.79
n/a,n/a,30.802
n/a,n/a,30.8376
n/a,n/a,31.1155
n/a,n/a,31.2457
n/a,n/a,31.31
n/a,n/a,31.33
n/a,n/a,31.44
n/a,n/a,31.75
n/a,n/a,31.805
n/a,n/a,31.89
n/a,n/a,32.05
n/a,n/a,32.19
n/a,n/a,32.5
n/a,n/a,32.5692
n/a,n/a,32.78
n/a,n/a,33.1
n/a,n/a,33.17
n/a,n/a,33.25
n/a,n/a,33.2957
n/a,n/a,33.33
n/a,n/a,33.56
n/a,n/a,33.76
n/a,n/a,33.8978
n/a,n/a,34.1859
n/a,n/a,34.3848
n/a,n/a,34.4399
n/a,n/a,34.47
n/a,n/a,34.59
n/a,n/a,34.8
n/a,n/a,34.95
n/a,n/a,35.04
n/a,n/a,35.27
n/a,n/a,35.49
n/a,n/a,35.63
n/a,n/a,35.8484
n/a,n/a,35.86
n/a,n/a,36.05
n/a,n/a,36.198
n/a,n/a,36.308
n/a,n/a,36.627
n/a,n/a,36.85
n/a,n/a,36.98
n/a,n/a,36.99
n/a,n/a,37.2351
n/a,n/a,37.24
n/a,n/a,37.63
n/a,n/a,37.76
n/a,n/a,37.8
n/a,n/a,38.4
n/a,n/a,38.62
n/a,n/a,38.7
n/a,n/a,39.38
n/a,n/a,39.5071
n/a,n/a,40
n/a,n/a,40.51
n/a,n/a,40.72
n/a,n/a,41.9
n/a,n/a,41.91
n/a,n/a,42.63
n/a,n/a,43.0236
n/a,n/a,43.841
n/a,n/a,44.04
n/a,n/a,44.22
n/a,n/a,44.28
n/a,n/a,44.4099
n/a,n/a,44.55
n/a,n/a,44.595
n/a,n/a,44.95
n/a,n/a,45.87
n/a,n/a,46.11
n/a,n/a,46.2001
n/a,n/a,46.39
n/a,n/a,46.51
n/a,n/a,46.93
n/a,n/a,46.99
n/a,n/a,47.25
n/a,n/a,47.44
n/a,n/a,47.47
n/a,n/a,47.51
n/a,n/a,47.53
n/a,n/a,47.55
n/a,n/a,47.94
n/a,n/a,48
n/a,n/a,48.08
n/a,n/a,48.1197
n/a,n/a,48.27
n/a,n/a,48.27
n/a,n/a,48.48
n/a,n/a,48.565
n/a,n/a,48.57
n/a,n/a,48.61
n/a,n/a,48.73
n/a,n/a,48.8
n/a,n/a,48.8
n/a,n/a,49.016
n/a,n/a,49.43
n/a,n/a,49.46
n/a,n/a,49.55
n/a,n/a,49.6698
n/a,n/a,49.8804
n/a,n/a,50.309
n/a,n/a,50.35
n/a,n/a,50.89
n/a,n/a,50.97
n/a,n/a,50.99
n/a,n/a,51.34
n/a,n/a,51.59
n/a,n/a,52.01
n/a,n/a,52.42
n/a,n/a,52.4536
n/a,n/a,52.54
n/a,n/a,52.92
n/a,n/a,53.28
n/a,n/a,53.52
n/a,n/a,53.89
n/a,n/a,53.94
n/a,n/a,54.08
n/a,n/a,54.13
n/a,n/a,54.6479
n/a,n/a,54.95
n/a,n/a,54.96
n/a,n/a,55.5838
n/a,n/a,55.7251
n/a,n/a,55.87
n/a,n/a,56.19
n/a,n/a,56.19
n/a,n/a,56.4097
n/a,n/a,56.44
n/a,n/a,56.49
n/a,n/a,56.63
n/a,n/a,57.23
n/a,n/a,57.51
n/a,n/a,57.7
n/a,n/a,58.68
n/a,n/a,59.15
n/a,n/a,59.4
n/a,n/a,59.56
n/a,n/a,59.9
n/a,n/a,60.03
n/a,n/a,60.12
n/a,n/a,60.37
n/a,n/a,60.7
n/a,n/a,60.82
n/a,n/a,61.2697
n/a,n/a,61.4
n/a,n/a,61.44
n/a,n/a,61.44
n/a,n/a,61.58
n/a,n/a,62
n/a,n/a,62.0123
n/a,n/a,62.5659
n/a,n/a,63.23
n/a,n/a,63.49
n/a,n/a,63.6
n/a,n/a,63.94
n/a,n/a,64.0824
n/a,n/a,64.23
n/a,n/a,64.69
n/a,n/a,64.75
n/a,n/a,66.17
n/a,n/a,66.51
n/a,n/a,67.6069
n/a,n/a,67.85
n/a,n/a,68.0117
n/a,n/a,68.12
n/a,n/a,68.57
n/a,n/a,69.47
n/a,n/a,69.63
n/a,n/a,70.1944
n/a,n/a,71
n/a,n/a,72.52
n/a,n/a,72.95
n/a,n/a,74.05
n/a,n/a,74.165
n/a,n/a,74.67
n/a,n/a,76.69
n/a,n/a,77.77
n/a,n/a,77.84
n/a,n/a,79.58
n/a,n/a,80.034
n/a,n/a,80.557
n/a,n/a,81
n/a,n/a,82.53
n/a,n/a,82.89
n/a,n/a,85.71
n/a,n/a,90.29
n/a,n/a,97.21
n/a,n/a,97.45
n/a,n/a,98.95
n/a,n/a,99.72
n/a,n/a,99.99
n/a,n/a,99.99
n/a,n/a,99.99
n/a,n/a,99.99
n/a,n/a,100.02
n/a,n/a,100.02
n/a,n/a,100.02
n/a,n/a,100.02
n/a,n/a,100.02
n/a,n/a,100.03
n/a,n/a,100.04
n/a,n/a,100.04
n/a,n/a,100.04
n/a,n/a,100.04
n/a,n/a,100.05
n/a,n/a,100.1
n/a,n/a,100.1
n/a,n/a,100.12
n/a,n/a,100.24
n/a,n/a,102.09
n/a,n/a,105.84
n/a,n/a,106.0742
n/a,n/a,110.3
n/a,n/a,110.9
n/a,n/a,112.7784
n/a,n/a,113.04
n/a,n/a,116.53
n/a,n/a,118.26
n/a,n/a,127.6
n/a,n/a,130.26
n/a,n/a,130.5
n/a,n/a,131.91
n/a,n/a,131.93
n/a,n/a,133.01
n/a,n/a,137.96
n/a,n/a,148.28
n/a,n/a,156.03
n/a,n/a,160.4793
n/a,n/a,178.25
n/a,n/a,180.15
n/a,n/a,192.51
n/a,n/a,218.01
n/a,n/a,305.2
Public Utilities,Water Supply,10.745
Public Utilities,Water Supply,10.81
Public Utilities,Water Supply,11.19
Public Utilities,Water Supply,13.27
Public Utilities,Water Supply,30.4
Public Utilities,Water Supply,32.92
Public Utilities,Water Supply,46.15
Public Utilities,Water Supply,69.18
Public Utilities,Telecommunications Equipment,0.176
Public Utilities,Telecommunications Equipment,0.459
Public Utilities,Telecommunications Equipment,1.64
Public Utilities,Telecommunications Equipment,1.73
Public Utilities,Telecommunications Equipment,1.99
Public Utilities,Telecommunications Equipment,2.4689
Public Utilities,Telecommunications Equipment,2.75
Public Utilities,Telecommunications Equipment,2.9
Public Utilities,Telecommunications Equipment,3.13
Public Utilities,Telecommunications Equipment,4.5
Public Utilities,Telecommunications Equipment,5.1479
Public Utilities,Telecommunications Equipment,5.86
Public Utilities,Telecommunications Equipment,6.1
Public Utilities,Telecommunications Equipment,6.81
Public Utilities,Telecommunications Equipment,7.08
Public Utilities,Telecommunications Equipment,8.16
Public Utilities,Telecommunications Equipment,9.66
Public Utilities,Telecommunications Equipment,12.33
Public Utilities,Telecommunications Equipment,13.22
Public Utilities,Telecommunications Equipment,14.07
Public Utilities,Telecommunications Equipment,15.31
Public Utilities,Telecommunications Equipment,15.35
Public Utilities,Telecommunications Equipment,17.085
Public Utilities,Telecommunications Equipment,17.35
Public Utilities,Telecommunications Equipment,21.08
Public Utilities,Telecommunications Equipment,24.37
Public Utilities,Telecommunications Equipment,36.31
Public Utilities,Telecommunications Equipment,39.2
Public Utilities,Telecommunications Equipment,49.49
Public Utilities,Telecommunications Equipment,59.16
Public Utilities,Telecommunications Equipment,68.59
Public Utilities,Telecommunications Equipment,71.98
Public Utilities,Power Generation,1.3714
Public Utilities,Power Generation,8.56
Public Utilities,Power Generation,23
Public Utilities,Power Generation,48.37
Public Utilities,Oil & Gas Production,5.49
Public Utilities,Oil & Gas Production,25.83
Public Utilities,Natural Gas Distribution,0.107
Public Utilities,Natural Gas Distribution,0.27
Public Utilities,Natural Gas Distribution,2.5
Public Utilities,Natural Gas Distribution,11
Public Utilities,Natural Gas Distribution,12.25
Public Utilities,Environmental Services,0.3
Public Utilities,Environmental Services,5.7
Public Utilities,Environmental Services,29.77
Public Utilities,Environmental Services,69.43
Public Utilities,Electric Utilities: Central,0.56
Public Utilities,Electric Utilities: Central,0.6968
Public Utilities,Electric Utilities: Central,11.13
Public Utilities,Electric Utilities: Central,18.9
Public Utilities,Electric Utilities: Central,20.28
Public Utilities,Electric Utilities: Central,47.51
Technology,Telecommunications Equipment,77.28
Technology,Semiconductors,0.1811
Technology,Semiconductors,0.244
Technology,Semiconductors,0.2957
Technology,Semiconductors,0.9779
Technology,Semiconductors,0.9847
Technology,Semiconductors,1.24
Technology,Semiconductors,1.26
Technology,Semiconductors,1.76
Technology,Semiconductors,1.9
Technology,Semiconductors,2.18
Technology,Semiconductors,2.22
Technology,Semiconductors,3.01
Technology,Semiconductors,4.251
Technology,Semiconductors,4.44
Technology,Semiconductors,4.48
Technology,Semiconductors,4.51
Technology,Semiconductors,4.87
Technology,Semiconductors,5.27
Technology,Semiconductors,6.1
Technology,Semiconductors,6.13
Technology,Semiconductors,6.5
Technology,Semiconductors,6.83
Technology,Semiconductors,6.87
Technology,Semiconductors,7.06
Technology,Semiconductors,7.1
Technology,Semiconductors,8.13
Technology,Semiconductors,8.51
Technology,Semiconductors,8.59
Technology,Semiconductors,9
Technology,Semiconductors,9.29
Technology,Semiconductors,9.86
Technology,Semiconductors,10.19
Technology,Semiconductors,11.57
Technology,Semiconductors,12.1
Technology,Semiconductors,12.35
Technology,Semiconductors,12.7
Technology,Semiconductors,13.73
Technology,Semiconductors,14.21
Technology,Semiconductors,14.31
Technology,Semiconductors,14.56
Technology,Semiconductors,16.86
Technology,Semiconductors,17.54
Technology,Semiconductors,17.76
Technology,Semiconductors,18.17
Technology,Semiconductors,18.6
Technology,Semiconductors,19.28
Technology,Semiconductors,19.78
Technology,Semiconductors,20.51
Technology,Semiconductors,22.25
Technology,Semiconductors,23.99
Technology,Semiconductors,25.96
